"Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Has_Cabin","Fare_capped","Age_norm","Fare_norm","Sex_encoded","Embarked_C","Embarked_Q","Embarked_S"
1,"2","male",30,0,0,13.8625,"C",0,13.8625,0.371701432520734,0.0556713000984473,1,1,0,0
0,"3","male",33,1,1,20.525,"S",0,20.525,0.40939934656949,0.0824276598391798,1,0,0,1
1,"2","male",8,1,1,36.75,"S",0,36.75,0.0952500628298567,0.147586674742502,1,0,0,1
1,"1","male",17,0,2,110.8833,"C",1,110.8833,0.208343804976125,0.445303334189804,1,1,0,0
0,"2","male",27,0,0,26,"S",0,26,0.334003518471978,0.104415062402859,1,0,0,1
0,"3","male",25,0,0,7.8292,"Q",0,7.8292,0.308871575772807,0.0314417848678639,1,0,1,0
1,"3","male",22,0,0,7.225,"C",0,7.225,0.271173661724051,0.029015339456179,1,1,0,0
1,"3","female",22,0,0,7.775,"S",0,7.775,0.271173661724051,0.0312241196223933,0,0,0,1
0,"1","male",62,0,0,26.55,"S",0,26.55,0.773812515707464,0.106623842569073,1,0,0,1
1,"1","female",48,1,0,39.6,"C",1,39.6,0.59788891681327,0.159032171967431,0,1,0,0
0,"1","male",40,0,0,227.525,"C",0,227.525,0.497361146016587,0.913732195123478,1,1,0,0
1,"1","female",39,1,1,79.65,"S",1,79.65,0.484795174667002,0.319871527707219,0,0,0,1
1,"3","female",36,1,0,17.4,"S",0,17.4,0.447097260618246,0.0698777725311439,0,0,0,1
0,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
0,"3","male",40,0,0,7.8958,"S",0,7.8958,0.497361146016587,0.0317092480661728,1,0,0,1
0,"2","male",28,0,0,13.5,"S",0,13.5,0.346569489821563,0.0542155131707151,1,0,0,1
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
0,"3","female",21.5,0,0,8.05,"S",0,8.05,0.264890676049259,0.0323285097055005,0,0,0,1
0,"3","male",24,2,0,24.15,"S",0,24.15,0.296305604423222,0.0969855291165014,1,0,0,1
0,"3","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.0317092480661728,1,0,0,1
0,"3","female",29,0,4,21.075,"S",0,21.075,0.359135461171149,0.0846364400053941,0,0,0,1
0,"3","male",25,0,0,7.2292,"C",0,7.2292,0.308871575772807,0.029032206504721,1,1,0,0
1,"3","male",32,0,0,7.8542,"S",0,7.8542,0.396833375219904,0.0315421839663282,1,0,0,1
1,"2","male",62,0,0,10.5,"S",0,10.5,0.773812515707464,0.0421676213550006,1,0,0,1
1,"1","female",53,2,0,51.4792,"S",1,51.4792,0.660718773561196,0.206738610786509,0,0,0,1
1,"1","male",36,0,0,26.3875,"S",1,26.3875,0.447097260618246,0.105971248429055,1,0,0,1
1,"3","female",21.5,0,0,7.75,"Q",0,7.75,0.264890676049259,0.031123720523929,0,0,1,0
0,"3","male",16,0,0,8.05,"S",0,8.05,0.195777833626539,0.0323285097055005,1,0,0,1
0,"3","male",19,0,0,14.5,"S",0,14.5,0.233475747675295,0.0582314771092866,1,0,0,1
1,"2","female",34,0,0,13,"S",0,13,0.421965317919075,0.0522075312014294,0,0,0,1
1,"1","female",39,1,0,55.9,"S",1,55.9,0.484795174667002,0.224492384166146,0,0,0,1
0,"3","female",21.5,1,0,14.4583,"C",0,14.4583,0.264890676049259,0.0580640114130482,0,1,0,0
1,"3","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.0318265142131791,1,0,0,1
1,"2","female",25,1,1,30,"S",0,30,0.308871575772807,0.120478918157145,0,0,0,1
1,"1","female",39,1,1,110.8833,"C",1,110.8833,0.484795174667002,0.445303334189804,0,1,0,0
0,"2","male",54,0,0,26,"S",0,26,0.673284744910782,0.104415062402859,1,0,0,1
0,"1","male",36,0,0,40.125,"C",1,40.125,0.447097260618246,0.161140553035181,1,1,0,0
0,"3","male",25,0,0,8.7125,"C",0,8.7125,0.308871575772807,0.0349890858148041,1,1,0,0
1,"1","female",18,0,2,79.65,"S",1,79.65,0.22090977632571,0.319871527707219,0,0,0,1
0,"2","male",47,0,0,15,"S",0,15,0.585322945463684,0.0602394590785723,1,0,0,1
1,"1","male",60,1,1,79.2,"C",1,79.2,0.748680573008293,0.318064343934862,1,1,0,0
0,"3","male",22,0,0,8.05,"S",0,8.05,0.271173661724051,0.0323285097055005,1,0,0,1
0,"3","male",25,0,0,8.05,"S",0,8.05,0.308871575772807,0.0323285097055005,1,0,0,1
0,"3","male",35,0,0,7.125,"S",0,7.125,0.43453128926866,0.0286137430623219,1,0,0,1
1,"1","female",52,1,0,78.2667,"C",1,78.2667,0.648152802211611,0.314316244790993,0,1,0,0
0,"3","male",47,0,0,7.25,"S",0,7.25,0.585322945463684,0.0291157385546433,1,0,0,1
0,"3","female",21.5,0,2,7.75,"Q",0,7.75,0.264890676049259,0.031123720523929,0,0,1,0
0,"2","male",37,1,0,26,"S",0,26,0.459663231967831,0.104415062402859,1,0,0,1
0,"3","male",36,1,1,24.15,"S",0,24.15,0.447097260618246,0.0969855291165014,1,0,0,1
1,"2","female",28,0,0,33,"S",0,33,0.346569489821563,0.132526809972859,0,0,0,1
0,"3","male",49,0,0,0,"S",0,0,0.610454888162855,0,1,0,0,1
0,"3","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.029015339456179,1,1,0,0
1,"1","male",49,1,0,56.9292,"C",1,56.9292,0.610454888162855,0.228625614251724,1,1,0,0
1,"2","female",24,2,1,27,"S",0,27,0.296305604423222,0.10843102634143,0,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"1","male",40,0,0,42.4,"S",0,42.4,0.497361146016587,0.170276870995431,1,0,0,1
0,"3","male",44,0,0,8.05,"S",0,8.05,0.547625031414928,0.0323285097055005,1,0,0,1
1,"1","male",35,0,0,26.55,"C",0,26.55,0.43453128926866,0.106623842569073,1,1,0,0
0,"3","male",36,1,0,15.55,"S",0,15.55,0.447097260618246,0.0624482392447867,1,0,0,1
0,"3","male",30,0,0,7.8958,"S",0,7.8958,0.371701432520734,0.0317092480661728,1,0,0,1
1,"1","male",27,0,0,30.5,"S",0,30.5,0.334003518471978,0.12248690012643,1,0,0,1
1,"2","female",22,1,2,41.5792,"C",0,41.5792,0.271173661724051,0.166980567794652,0,1,0,0
1,"1","female",40,0,0,153.4625,"S",1,153.4625,0.497361146016587,0.616299865923027,0,0,0,1
0,"3","female",39,1,5,31.275,"S",0,31.275,0.484795174667002,0.125599272178823,0,0,0,1
0,"3","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.028312545766929,1,0,0,1
1,"3","female",21.5,1,0,15.5,"Q",0,15.5,0.264890676049259,0.0622474410478581,0,0,1,0
0,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
0,"3","male",35,0,0,8.05,"S",0,8.05,0.43453128926866,0.0323285097055005,1,0,0,1
1,"2","female",24,1,2,65,"S",0,65,0.296305604423222,0.261037656007147,0,0,0,1
0,"3","male",34,1,1,14.4,"S",0,14.4,0.421965317919075,0.0578298807154294,1,0,0,1
0,"3","female",26,1,0,16.1,"S",0,16.1,0.321437547122393,0.064657019411001,0,0,0,1
1,"2","female",4,2,1,39,"S",1,39,0.0449861774315155,0.156622593604288,0,0,0,1
0,"2","male",26,0,0,10.5,"S",0,10.5,0.321437547122393,0.0421676213550006,1,0,0,1
0,"3","male",27,1,0,14.4542,"C",0,14.4542,0.334003518471978,0.0580475459609,1,1,0,0
1,"1","male",42,1,0,52.5542,"S",1,52.5542,0.522493088715758,0.211055772020474,1,0,0,1
1,"3","male",20,1,1,15.7417,"C",0,15.7417,0.246041719024881,0.0632180995318108,1,1,0,0
0,"3","male",21,0,0,7.8542,"S",0,7.8542,0.258607690374466,0.0315421839663282,1,0,0,1
0,"3","male",21,0,0,16.1,"S",0,16.1,0.258607690374466,0.064657019411001,1,0,0,1
0,"1","male",61,0,0,32.3208,"S",1,32.3208,0.761246544357879,0.129799167265781,1,0,0,1
0,"2","male",57,0,0,12.35,"Q",0,12.35,0.710982658959538,0.0495971546413579,1,0,1,0
1,"1","female",21,0,0,77.9583,"S",1,77.9583,0.258607690374466,0.313077721512338,0,0,0,1
0,"3","male",26,0,0,7.8958,"S",0,7.8958,0.321437547122393,0.0317092480661728,1,0,0,1
0,"3","male",25,0,0,7.7333,"Q",0,7.7333,0.308871575772807,0.0310566539261549,1,0,1,0
1,"1","male",80,0,0,30,"S",1,30,1,0.120478918157145,1,0,0,1
0,"3","male",51,0,0,7.0542,"S",0,7.0542,0.635586830862026,0.028329412815471,1,0,0,1
1,"1","male",32,0,0,30.5,"C",1,30.5,0.396833375219904,0.12248690012643,1,1,0,0
0,"1","male",40,0,0,0,"S",0,0,0.497361146016587,0,1,0,0,1
0,"3","female",9,3,2,27.9,"S",0,27.9,0.107816034179442,0.112045393886145,0,0,0,1
1,"2","female",28,0,0,13,"S",0,13,0.346569489821563,0.0522075312014294,0,0,0,1
0,"3","male",32,0,0,7.925,"S",0,7.925,0.396833375219904,0.0318265142131791,1,0,0,1
0,"2","male",31,1,1,26.25,"S",0,26.25,0.384267403870319,0.105419053387502,1,0,0,1
0,"3","female",41,0,5,39.6875,"S",0,39.6875,0.509927117366172,0.159383568812056,0,0,0,1
0,"3","male",25,1,0,16.1,"S",0,16.1,0.308871575772807,0.064657019411001,1,0,0,1
0,"3","male",20,0,0,7.8542,"S",0,7.8542,0.246041719024881,0.0315421839663282,1,0,0,1
1,"1","female",24,0,0,69.3,"C",1,69.3,0.296305604423222,0.278306300943004,0,1,0,0
0,"3","female",2,3,2,27.9,"S",0,27.9,0.0198542347323448,0.112045393886145,0,0,0,1
1,"3","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.226885095480747,1,0,0,1
1,"3","female",0.75,2,1,19.2583,"C",0,19.2583,0.00414677054536316,0.0773406383181913,0,1,0,0
1,"1","male",48,1,0,76.7292,"C",1,76.7292,0.59788891681327,0.30814170023544,1,1,0,0
0,"3","male",19,0,0,7.8958,"S",0,7.8958,0.233475747675295,0.0317092480661728,1,0,0,1
1,"1","male",56,0,0,35.5,"C",1,35.5,0.698416687609952,0.142566719819288,1,1,0,0
0,"3","male",25,0,0,7.55,"S",0,7.55,0.308871575772807,0.0303205277362147,1,0,0,1
1,"3","female",23,0,0,7.55,"S",0,7.55,0.283739633073637,0.0303205277362147,0,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
1,"2","female",18,0,1,23,"S",0,23,0.22090977632571,0.0923671705871442,0,0,0,1
0,"3","male",21,0,0,8.4333,"S",0,8.4333,0.258607690374466,0.0338678286831549,1,0,0,1
1,"3","female",21.5,0,0,7.8292,"Q",0,7.8292,0.264890676049259,0.0314417848678639,0,0,1,0
0,"3","female",18,0,0,6.75,"Q",0,6.75,0.22090977632571,0.0271077565853576,0,0,1,0
0,"2","male",24,2,0,73.5,"S",0,73.5,0.296305604423222,0.295173349485004,1,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"3","female",32,1,1,15.5,"Q",0,15.5,0.396833375219904,0.0622474410478581,0,0,1,0
0,"2","male",23,0,0,13,"S",0,13,0.283739633073637,0.0522075312014294,1,0,0,1
0,"1","male",58,0,2,113.275,"C",1,113.275,0.723548630309123,0.454908315141685,1,1,0,0
1,"1","male",50,2,0,133.65,"S",0,133.65,0.62302085951244,0.53673358039008,1,0,0,1
0,"3","male",40,0,0,7.225,"C",0,7.225,0.497361146016587,0.029015339456179,1,1,0,0
0,"1","male",47,0,0,25.5875,"S",1,25.5875,0.585322945463684,0.102758477278198,1,0,0,1
0,"3","male",36,0,0,7.4958,"S",0,7.4958,0.447097260618246,0.0301028624907442,1,0,0,1
1,"3","male",20,1,0,7.925,"S",0,7.925,0.246041719024881,0.0318265142131791,1,0,0,1
0,"2","male",32,2,0,73.5,"S",0,73.5,0.396833375219904,0.295173349485004,1,0,0,1
0,"2","male",25,0,0,13,"S",0,13,0.308871575772807,0.0522075312014294,1,0,0,1
0,"3","male",25,0,0,7.775,"S",0,7.775,0.308871575772807,0.0312241196223933,1,0,0,1
0,"3","male",43,0,0,8.05,"S",0,8.05,0.535059060065343,0.0323285097055005,1,0,0,1
1,"1","female",35,1,0,52,"S",1,52,0.43453128926866,0.208830124805717,0,0,0,1
1,"2","female",40,1,1,39,"S",0,39,0.497361146016587,0.156622593604288,0,0,0,1
0,"1","male",31,1,0,52,"S",1,52,0.384267403870319,0.208830124805717,1,0,0,1
0,"2","male",70,0,0,10.5,"S",0,10.5,0.874340286504147,0.0421676213550006,1,0,0,1
1,"2","male",31,0,0,13,"S",0,13,0.384267403870319,0.0522075312014294,1,0,0,1
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
0,"3","male",18,0,0,7.775,"S",0,7.775,0.22090977632571,0.0312241196223933,1,0,0,1
0,"3","male",24.5,0,0,8.05,"S",0,8.05,0.302588590098015,0.0323285097055005,1,0,0,1
1,"3","female",18,0,0,9.8417,"S",0,9.8417,0.22090977632571,0.039523912294239,0,0,0,1
0,"3","female",43,1,6,46.9,"S",0,46.9,0.535059060065343,0.188348708719003,0,0,0,1
1,"1","male",36,0,1,512.3292,"C",1,249.00622,0.447097260618246,1,1,1,0,0
0,"3","female",21.5,0,0,8.1375,"Q",0,8.1375,0.264890676049259,0.0326799065501255,0,0,1,0
1,"1","male",27,0,0,76.7292,"C",1,76.7292,0.334003518471978,0.30814170023544,1,1,0,0
0,"3","male",20,0,0,9.225,"S",0,9.225,0.246041719024881,0.037047267333322,1,0,0,1
0,"3","male",14,5,2,46.9,"S",0,46.9,0.170645890927369,0.188348708719003,1,0,0,1
0,"2","male",60,1,1,39,"S",0,39,0.748680573008293,0.156622593604288,1,0,0,1
0,"2","male",25,1,2,41.5792,"C",0,41.5792,0.308871575772807,0.166980567794652,1,1,0,0
0,"3","male",14,4,1,39.6875,"S",0,39.6875,0.170645890927369,0.159383568812056,1,0,0,1
0,"3","male",19,0,0,10.1708,"S",0,10.1708,0.233475747675295,0.0408455660264229,1,0,0,1
0,"3","male",18,0,0,7.7958,"S",0,7.7958,0.22090977632571,0.0313076516723156,1,0,0,1
1,"1","female",15,0,1,211.3375,"S",1,211.3375,0.183211862276954,0.848723778867852,0,0,0,1
1,"1","male",31,1,0,57,"S",1,57,0.384267403870319,0.228909944498575,1,0,0,1
1,"3","female",4,0,1,13.4167,"C",0,13.4167,0.0449861774315155,0.0538809833746321,0,1,0,0
1,"3","male",25,0,0,56.4958,"S",0,56.4958,0.308871575772807,0.226885095480747,1,0,0,1
0,"3","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.029015339456179,1,1,0,0
0,"1","male",60,0,0,26.55,"S",0,26.55,0.748680573008293,0.106623842569073,1,0,0,1
0,"2","male",52,0,0,13.5,"S",0,13.5,0.648152802211611,0.0542155131707151,1,0,0,1
0,"3","male",44,0,0,8.05,"S",0,8.05,0.547625031414928,0.0323285097055005,1,0,0,1
1,"3","female",21.5,0,0,7.7333,"Q",0,7.7333,0.264890676049259,0.0310566539261549,0,0,1,0
0,"1","male",49,1,1,110.8833,"C",1,110.8833,0.610454888162855,0.445303334189804,1,1,0,0
0,"3","male",42,0,0,7.65,"S",1,7.65,0.522493088715758,0.0307221241300719,1,0,0,1
1,"1","female",18,1,0,227.525,"C",1,227.525,0.22090977632571,0.913732195123478,0,1,0,0
1,"1","male",35,0,0,26.2875,"S",1,26.2875,0.43453128926866,0.105569652035198,1,0,0,1
0,"3","female",18,0,1,14.4542,"C",0,14.4542,0.22090977632571,0.0580475459609,0,1,0,0
0,"3","male",25,0,0,7.7417,"Q",0,7.7417,0.308871575772807,0.0310903880232389,1,0,1,0
0,"3","male",26,1,0,7.8542,"S",0,7.8542,0.321437547122393,0.0315421839663282,1,0,0,1
0,"2","male",39,0,0,26,"S",0,26,0.484795174667002,0.104415062402859,1,0,0,1
1,"2","female",45,0,0,13.5,"S",0,13.5,0.560191002764514,0.0542155131707151,0,0,0,1
1,"1","male",42,0,0,26.2875,"S",1,26.2875,0.522493088715758,0.105569652035198,1,0,0,1
1,"1","female",22,0,0,151.55,"S",0,151.55,0.271173661724051,0.608619334890509,0,0,0,1
1,"3","male",25,1,1,15.2458,"C",0,15.2458,0.308871575772807,0.0612265830146732,1,1,0,0
1,"1","female",24,0,0,49.5042,"C",1,49.5042,0.296305604423222,0.198807082007831,0,1,0,0
0,"1","male",40,0,0,26.55,"S",1,26.55,0.497361146016587,0.106623842569073,1,0,0,1
1,"1","male",48,1,0,52,"S",1,52,0.59788891681327,0.208830124805717,1,0,0,1
0,"3","male",29,0,0,9.4833,"S",0,9.4833,0.359135461171149,0.038084590818655,1,0,0,1
0,"2","male",52,0,0,13,"S",0,13,0.648152802211611,0.0522075312014294,1,0,0,1
0,"3","male",19,0,0,7.65,"S",1,7.65,0.233475747675295,0.0307221241300719,1,0,0,1
1,"1","female",38,0,0,227.525,"C",1,227.525,0.472229203317416,0.913732195123478,0,1,0,0
1,"2","female",27,0,0,10.5,"S",1,10.5,0.334003518471978,0.0421676213550006,0,0,0,1
0,"3","male",25,0,0,15.5,"Q",0,15.5,0.308871575772807,0.0622474410478581,1,0,1,0
0,"3","male",33,0,0,7.775,"S",0,7.775,0.40939934656949,0.0312241196223933,1,0,0,1
1,"2","female",6,0,1,33,"S",0,33,0.0701181201306861,0.132526809972859,0,0,0,1
0,"3","male",17,1,0,7.0542,"S",0,7.0542,0.208343804976125,0.028329412815471,1,0,0,1
0,"2","male",34,0,0,13,"S",0,13,0.421965317919075,0.0522075312014294,1,0,0,1
0,"2","male",50,0,0,13,"S",0,13,0.62302085951244,0.0522075312014294,1,0,0,1
1,"1","male",27,1,0,53.1,"S",1,53.1,0.334003518471978,0.213247685138146,1,0,0,1
0,"3","male",20,0,0,8.6625,"S",0,8.6625,0.246041719024881,0.0347882876178755,1,0,0,1
1,"2","female",30,3,0,21,"S",0,21,0.371701432520734,0.0843352427100013,0,0,0,1
1,"3","female",21.5,0,0,7.7375,"Q",0,7.7375,0.264890676049259,0.0310735209746969,0,0,1,0
0,"2","male",25,1,0,26,"S",0,26,0.308871575772807,0.104415062402859,1,0,0,1
0,"3","female",25,1,0,7.925,"S",0,7.925,0.308871575772807,0.0318265142131791,0,0,0,1
1,"1","female",29,0,0,211.3375,"S",1,211.3375,0.359135461171149,0.848723778867852,0,0,0,1
0,"3","male",11,0,0,18.7875,"C",0,18.7875,0.132947976878613,0.0754499224959119,1,1,0,0
0,"2","male",30,0,0,0,"S",0,0,0.371701432520734,0,1,0,0,1
0,"2","male",23,0,0,13,"S",0,13,0.283739633073637,0.0522075312014294,1,0,0,1
0,"2","male",23,0,0,13,"S",0,13,0.283739633073637,0.0522075312014294,1,0,0,1
0,"3","male",28.5,0,0,16.1,"S",0,16.1,0.352852475496356,0.064657019411001,1,0,0,1
0,"3","female",48,1,3,34.375,"S",0,34.375,0.59788891681327,0.138048760388395,0,0,0,1
1,"1","male",35,0,0,512.3292,"C",1,249.00622,0.43453128926866,1,1,1,0,0
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
1,"1","male",40,0,0,30,"S",1,30,0.497361146016587,0.120478918157145,1,0,0,1
0,"1","male",36,1,0,78.85,"S",1,78.85,0.447097260618246,0.316658756556362,1,0,0,1
1,"1","female",21,2,2,262.375,"C",1,249.00622,0.258607690374466,1,0,1,0,0
0,"3","male",24,1,0,16.1,"S",0,16.1,0.296305604423222,0.064657019411001,1,0,0,1
1,"3","male",31,0,0,7.925,"S",0,7.925,0.384267403870319,0.0318265142131791,1,0,0,1
0,"1","male",70,1,1,71,"S",1,71,0.874340286504147,0.285133439638576,1,0,0,1
0,"3","male",16,1,1,20.25,"S",0,20.25,0.195777833626539,0.0813232697560727,1,0,0,1
1,"2","female",30,0,0,13,"S",0,13,0.371701432520734,0.0522075312014294,0,0,0,1
0,"1","male",19,1,0,53.1,"S",1,53.1,0.233475747675295,0.213247685138146,1,0,0,1
0,"3","male",31,0,0,7.75,"Q",0,7.75,0.384267403870319,0.031123720523929,1,0,1,0
1,"2","female",4,1,1,23,"S",0,23,0.0449861774315155,0.0923671705871442,0,0,0,1
1,"3","male",6,0,1,12.475,"S",1,12.475,0.0701181201306861,0.0500991501336793,1,0,0,1
0,"3","male",33,0,0,9.5,"S",0,9.5,0.40939934656949,0.0381516574164291,1,0,0,1
0,"3","male",23,0,0,7.8958,"S",0,7.8958,0.283739633073637,0.0317092480661728,1,0,0,1
1,"2","female",48,1,2,65,"S",0,65,0.59788891681327,0.261037656007147,0,0,0,1
1,"2","male",0.67,1,1,14.5,"S",0,14.5,0.00314149283739633,0.0582314771092866,1,0,0,1
0,"3","male",28,0,0,7.7958,"S",0,7.7958,0.346569489821563,0.0313076516723156,1,0,0,1
0,"2","male",18,0,0,11.5,"S",0,11.5,0.22090977632571,0.0461835852935721,1,0,0,1
0,"3","male",34,0,0,8.05,"S",0,8.05,0.421965317919075,0.0323285097055005,1,0,0,1
1,"1","female",33,0,0,86.5,"S",1,86.5,0.40939934656949,0.347380880686434,0,0,0,1
0,"3","male",25,0,0,14.5,"S",0,14.5,0.308871575772807,0.0582314771092866,1,0,0,1
0,"3","male",41,0,0,7.125,"S",0,7.125,0.509927117366172,0.0286137430623219,1,0,0,1
1,"3","male",20,0,0,7.2292,"C",0,7.2292,0.246041719024881,0.029032206504721,1,1,0,0
1,"1","female",36,1,2,120,"S",1,120,0.447097260618246,0.481915672628579,0,0,0,1
0,"3","male",16,0,0,7.775,"S",0,7.775,0.195777833626539,0.0312241196223933,1,0,0,1
1,"1","female",51,1,0,77.9583,"S",1,77.9583,0.635586830862026,0.313077721512338,0,0,0,1
0,"1","male",40,0,0,39.6,"C",0,39.6,0.497361146016587,0.159032171967431,1,1,0,0
0,"3","female",30.5,0,0,7.75,"Q",0,7.75,0.377984418195527,0.031123720523929,0,0,1,0
0,"3","male",25,1,0,24.15,"Q",0,24.15,0.308871575772807,0.0969855291165014,1,0,1,0
0,"3","male",32,0,0,8.3625,"S",0,8.3625,0.396833375219904,0.0335834984363041,1,0,0,1
0,"3","male",24,0,0,9.5,"S",0,9.5,0.296305604423222,0.0381516574164291,1,0,0,1
0,"3","male",48,0,0,7.8542,"S",0,7.8542,0.59788891681327,0.0315421839663282,1,0,0,1
0,"2","female",57,0,0,10.5,"S",1,10.5,0.710982658959538,0.0421676213550006,0,0,0,1
0,"3","male",25,0,0,7.225,"C",0,7.225,0.308871575772807,0.029015339456179,1,1,0,0
1,"2","female",54,1,3,23,"S",0,23,0.673284744910782,0.0923671705871442,0,0,0,1
0,"3","male",18,0,0,7.75,"S",0,7.75,0.22090977632571,0.031123720523929,1,0,0,1
0,"3","male",25,0,0,7.75,"Q",1,7.75,0.308871575772807,0.031123720523929,1,0,1,0
1,"3","female",5,0,0,12.475,"S",0,12.475,0.0575521487811008,0.0500991501336793,0,0,0,1
0,"3","male",25,0,0,7.7375,"Q",0,7.7375,0.308871575772807,0.0310735209746969,1,0,1,0
1,"1","female",43,0,1,211.3375,"S",1,211.3375,0.535059060065343,0.848723778867852,0,0,0,1
1,"3","female",13,0,0,7.2292,"C",0,7.2292,0.158079919577783,0.029032206504721,0,1,0,0
1,"1","female",17,1,0,57,"S",1,57,0.208343804976125,0.228909944498575,0,0,0,1
0,"1","male",29,0,0,30,"S",1,30,0.359135461171149,0.120478918157145,1,0,0,1
0,"3","male",25,1,2,23.45,"S",0,23.45,0.308871575772807,0.0941743543595014,1,0,0,1
0,"3","male",25,0,0,7.05,"S",0,7.05,0.308871575772807,0.028312545766929,1,0,0,1
0,"3","male",25,0,0,7.25,"S",0,7.25,0.308871575772807,0.0291157385546433,1,0,0,1
1,"3","female",18,0,0,7.4958,"S",0,7.4958,0.22090977632571,0.0301028624907442,0,0,0,1
0,"3","male",8,4,1,29.125,"Q",0,29.125,0.0952500628298567,0.116964949710895,1,0,1,0
1,"3","male",1,1,2,20.575,"S",0,20.575,0.00728826338275949,0.0826284580361084,1,0,0,1
0,"1","male",46,0,0,79.2,"C",1,79.2,0.572756974114099,0.318064343934862,1,1,0,0
0,"3","male",25,0,0,7.75,"Q",0,7.75,0.308871575772807,0.031123720523929,1,0,1,0
0,"2","male",16,0,0,26,"S",0,26,0.195777833626539,0.104415062402859,1,0,0,1
0,"3","female",21.5,8,2,69.55,"S",0,69.55,0.264890676049259,0.279310291927647,0,0,0,1
0,"1","male",40,0,0,30.6958,"C",0,30.6958,0.497361146016587,0.123273225865603,1,1,0,0
0,"3","male",25,0,0,7.8958,"S",0,7.8958,0.308871575772807,0.0317092480661728,1,0,0,1
0,"2","male",39,0,0,13,"S",0,13,0.484795174667002,0.0522075312014294,1,0,0,1
1,"1","female",49,0,0,25.9292,"S",1,25.9292,0.610454888162855,0.104130732156008,0,0,0,1
1,"3","female",31,0,0,8.6833,"S",0,8.6833,0.384267403870319,0.0348718196677978,0,0,0,1
0,"3","male",30,0,0,7.2292,"C",0,7.2292,0.371701432520734,0.029032206504721,1,1,0,0
0,"3","female",30,1,1,24.15,"S",0,24.15,0.371701432520734,0.0969855291165014,0,0,0,1
0,"2","male",34,0,0,13,"S",0,13,0.421965317919075,0.0522075312014294,1,0,0,1
1,"2","female",31,1,1,26.25,"S",0,26.25,0.384267403870319,0.105419053387502,0,0,0,1
1,"1","male",11,1,2,120,"S",1,120,0.132947976878613,0.481915672628579,1,0,0,1
1,"3","male",0.42,0,1,8.5167,"C",0,8.5167,0,0.0342027600756318,1,1,0,0
1,"3","male",27,0,0,6.975,"S",0,6.975,0.334003518471978,0.0280113484715361,1,0,0,1
0,"3","male",31,0,0,7.775,"S",0,7.775,0.384267403870319,0.0312241196223933,1,0,0,1
0,"1","male",39,0,0,0,"S",1,0,0.484795174667002,0,1,0,0,1
0,"3","female",18,0,0,7.775,"S",0,7.775,0.22090977632571,0.0312241196223933,0,0,0,1
0,"2","male",39,0,0,13,"S",0,13,0.484795174667002,0.0522075312014294,1,0,0,1
1,"1","female",33,1,0,53.1,"S",1,53.1,0.40939934656949,0.213247685138146,0,0,0,1
0,"3","male",26,0,0,7.8875,"S",0,7.8875,0.321437547122393,0.0316759155654826,1,0,0,1
0,"3","male",39,0,0,24.15,"S",0,24.15,0.484795174667002,0.0969855291165014,1,0,0,1
0,"2","male",35,0,0,10.5,"S",0,10.5,0.43453128926866,0.0421676213550006,1,0,0,1
0,"3","female",6,4,2,31.275,"S",0,31.275,0.0701181201306861,0.125599272178823,0,0,0,1
0,"3","male",30.5,0,0,8.05,"S",0,8.05,0.377984418195527,0.0323285097055005,1,0,0,1
0,"1","male",40,0,0,0,"S",1,0,0.497361146016587,0,1,0,0,1
0,"3","female",23,0,0,7.925,"S",0,7.925,0.283739633073637,0.0318265142131791,0,0,0,1
0,"2","male",31,1,1,37.0042,"C",0,37.0042,0.384267403870319,0.148607532775687,1,1,0,0
0,"3","male",43,0,0,6.45,"S",0,6.45,0.535059060065343,0.0259029674037861,1,0,0,1
0,"3","male",10,3,2,27.9,"S",0,27.9,0.120382005529027,0.112045393886145,1,0,0,1
1,"1","female",52,1,1,93.5,"S",1,93.5,0.648152802211611,0.375492628256434,0,0,0,1
1,"3","male",27,0,0,8.6625,"S",0,8.6625,0.334003518471978,0.0347882876178755,1,0,0,1
0,"1","male",38,0,0,0,"S",0,0,0.472229203317416,0,1,0,0,1
